molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
882,5,1,0,0,0,1,0,2,167.294,1.017,389.677,384.197,5.48,0,0,668.811,1,1,0.0015467,0.0025662,0.9491374,19.97,5.206,7.497,2.923,2.42,-1.551,-1.02,-3.081,2191.939,0.861,1278.277,-3.587,8.966,-2.74,1,0.176,3,100,0,0,9.535,1,0,7,0,7,7,12,0,1.218
882,6,1,0,0,0,1,0,2,167.294,0.939,388.472,381.901,6.571,0,0,662.779,1,1,0.0013301,0.0025742,0.9463489,19.728,5.127,7.408,2.928,2.374,-1.529,-1.02,-3.126,2140.359,0.853,1245.795,-3.607,8.946,-2.764,1,0.159,3,100,0,0,9.418,1,0,7,0,7,7,12,0,1.224
883,0,1,0,2,0,12,2,-2,358.452,7.357,712.459,400.379,276.774,9.648,25.658,1218.201,4.25,7.25,0.0444253,0.0209784,0.7742557,34.985,12.795,22.146,14.11,0.192,-3.916,-2.227,-2.342,0.376,-2.776,0.243,-7.497,9.168,0.486,4,-0.492,1,20.468,0,0,153.899,7,0,3,3,0,3,24,1,0
884,2,0,0,0,0,3,0,-1,421.501,5.135,756.819,169.64,119.655,467.523,0,1342.492,3,4.75,0.019641,0.0108708,0.7776444,50.111,15.645,24.119,13.945,5.042,-7.465,-6.921,-7.36,726.454,-0.936,350.213,-1.79,8.225,1.155,3,1.034,1,94.72,0,0,81.416,6,1,29,4,25,4,32,1,0
884,2,0,0,0,0,3,0,-1,421.501,4.803,758.047,167.588,122.965,467.494,0,1343.082,3,4.75,0.0171789,0.0108532,0.776612,50.134,15.679,24.105,13.971,5.022,-7.487,-6.921,-7.376,675.809,-0.977,323.899,-1.851,8.22,1.153,3,1.035,1,94.042,0,0,81.671,6,1,29,4,25,4,32,1,0
885,0,0,0,0,0,0,0,0,203.24,2.633,431.299,181.311,79.133,170.855,0,717.735,0,3,0.0096607,0,0.8988686,24.201,6.751,9.29,5.412,2.127,-2.78,-2.527,-3.983,1759.889,-0.089,911.361,-2.376,9.744,0.071,2,-0.101,3,100,0,0,54.822,3,0,11,0,11,2,15,0,1.296
885,0,0,0,0,0,0,0,0,203.24,2.634,431.343,181.333,79.133,170.877,0,717.786,0,3,0.0096651,0,0.8988188,24.204,6.751,9.291,5.413,2.127,-2.781,-2.527,-3.984,1759.866,-0.09,911.349,-2.376,9.744,0.071,2,-0.101,3,100,0,0,54.823,3,0,11,0,11,2,15,0,1.293
886,2,0,0,0,0,4,4,-1,339.36,4.901,504.723,370.852,132.877,0,0.994,924.137,2,8.25,0.0259946,0.0231162,0.9090813,28.262,8.457,16.62,12.011,0.816,-2.323,-3.15,-3.003,544.284,-0.747,259.571,-3.584,10.811,0.733,0,-0.443,3,80.691,0,0,112.262,9,0,12,0,12,7,22,0,0.42
887,3,1,0,0,0,1,0,2,179.305,1.215,395.535,347.975,47.561,0,0,678.006,2,1,0.0021764,0.0035754,0.9436315,20.338,5.768,9.288,4.688,1.68,-1.361,-1.102,-3.17,874.546,0.546,473.482,-4.363,9.416,-2.987,0,0.062,3,89.435,0,0,24.692,1,0,10,0,10,10,13,0,0.339
888,0,0,0,0,0,4,1,-1,414.584,5.335,708.717,565.379,117.035,26.302,0,1359.222,0,6,0.0209362,0,0.8373097,45.925,11.811,18.497,7.427,4.461,-5.855,-5.206,-4.29,769.229,-0.791,372.554,-3.2,10.196,0.196,4,0.789,3,100,0,0,84.706,4,0,17,0,17,14,30,1,0
888,0,0,0,0,0,4,1,-1,414.584,5.06,727.148,579.35,121.855,25.942,0,1366.702,0,6,0.0187363,0,0.8190772,46.221,11.944,18.519,7.502,4.476,-6.204,-5.206,-4.583,692.383,-0.889,332.494,-3.29,10.24,0.249,4,0.811,1,100,0,0,84.918,4,0,17,0,17,14,30,1,0
888,0,0,0,0,0,4,1,-1,414.584,10.231,680.523,532.496,120.858,27.17,0,1323.122,0,6,0.0791152,0,0.8564897,44.488,11.512,18.874,7.391,4.201,-5.32,-5.206,-3.984,707.63,-0.776,340.415,-3.267,10.111,0.125,4,0.684,3,100,0,0,82.705,4,0,17,0,17,14,30,0,0.001
888,0,0,0,0,0,4,1,-1,414.584,6.06,681.612,540.706,113.817,27.089,0,1334.004,0,6,0.027529,0,0.8598032,44.923,11.556,18.302,7.346,4.32,-5.341,-5.206,-3.93,825.225,-0.704,401.953,-3.138,10.235,0.256,4,0.716,3,100,0,0,83.936,4,0,17,0,17,14,30,0,0.001
888,0,0,0,0,0,4,1,-1,414.584,7.123,725.902,589.293,108.66,27.949,0,1368.125,0,6,0.0370841,0,0.8210527,46.297,11.873,18.744,7.423,4.579,-6.18,-5.206,-4.561,923.592,-0.752,453.982,-3.04,10.232,0.217,4,0.815,3,100,0,0,82.547,4,0,17,0,17,14,30,1,0
888,0,0,0,0,0,4,1,-1,414.584,4.051,732.662,590.298,114.441,27.923,0,1377.464,0,6,0.0119162,0,0.8171745,46.67,12.008,18.545,7.478,4.6,-6.308,-5.206,-4.623,814.051,-0.82,396.073,-3.146,10.227,0.215,4,0.842,1,100,0,0,83.442,4,0,17,0,17,14,30,1,0
888,0,0,0,0,0,4,1,-1,414.584,5.093,695.885,543.531,124.262,28.092,0,1356.644,0,6,0.0191167,0,0.8516701,45.839,11.836,18.539,7.458,4.397,-5.611,-5.206,-4.066,656.943,-0.82,314.137,-3.327,10.238,0.225,4,0.781,3,100,0,0,83.542,4,0,17,0,17,14,30,0,0
888,0,0,0,0,0,4,1,-1,414.584,4.268,720.733,577.863,114.736,28.135,0,1372.406,0,6,0.0132736,0,0.8286648,46.47,11.939,18.543,7.453,4.566,-6.082,-5.206,-4.439,808.836,-0.792,393.331,-3.151,10.267,0.249,4,0.827,3,100,0,0,85.173,4,0,17,0,17,14,30,1,0
889,0,0,0,0,0,4,0,-2,277.282,7.935,484.039,147.359,279.022,57.659,0,839.413,5,8.9,0.0750186,0.0411144,0.8890675,25.422,9.641,21.744,18.381,-1.102,-2.18,-2.144,-3.602,22.384,-2.031,8.144,-6.075,8.544,0.086,4,-0.636,2,44.653,0,0,139.162,8,0,14,0,14,4,20,1,0.002
890,0,0,0,0,0,0,0,2,325.772,5.211,559.228,121.679,38.074,292.245,107.229,976.029,0,2.5,0.0278213,0,0.8509125,35.698,9.877,13.742,5.812,4.933,-4.56,-5.786,-5.338,4313.625,0.476,9288.354,-1.192,9.335,1.137,2,0.783,3,100,35.683,0,32.346,3,0,20,0,17,1,23,0,0.022
891,2,0,0,0,0,4,0,0,498.583,1.574,838.654,180.069,91.225,567.36,0,1552.754,2,7,0.0015965,0.011804,0.7732454,58.837,17.912,26.722,15.159,5.973,-8.17,-8.098,-7.907,1351.483,-0.695,685.079,-0.818,8.688,0.403,3,1.226,1,100,0,0,84.088,6,1,32,0,29,2,38,1,0.001
891,2,0,0,0,0,4,0,0,498.583,12.055,744.498,179.186,99.873,465.439,0,1469.778,2,7,0.0988767,0.0132969,0.839723,54.543,16.197,26.719,14.298,5.319,-6.535,-8.098,-6.345,1118.942,-0.622,558.606,-1.337,8.81,0.627,3,1.05,1,100,0,0,83.588,6,1,32,0,29,2,38,1,0.007
892,0,0,0,1,0,3,0,-1,502.047,2.982,543.671,237.404,168.875,23.838,113.554,935.034,3,7,0.0095073,0.0223009,0.8505772,29.567,9.714,18.27,13.005,1.884,-3.886,-6.822,-2.256,62.815,-0.895,132.338,-4.26,9.154,1.595,1,-0.416,2,57.199,0,0,116.437,6,1,6,0,6,0,20,0,0.004
893,0,0,0,0,0,7,2,-2,418.446,7.217,680.169,446.917,168.808,64.445,0,1291.395,0,6.2,0.0403295,0,0.8431805,41.648,11.837,17.587,7.505,3.608,-4.72,-5.738,-4.377,248.367,-1.441,109.779,-3.732,8.681,1.021,7,0.411,3,90.938,0,0,123.053,9,0,12,0,12,1,30,1,0.001
893,0,0,0,0,0,7,2,-2,418.446,8.757,669.547,439.949,134.196,95.402,0,1269.062,0,6.2,0.0604244,0,0.8466543,41.05,11.611,17.536,7.455,3.738,-4.519,-5.738,-4.468,528.834,-1.106,248.48,-2.985,8.688,0.879,7,0.346,3,100,0,0,120.219,9,0,12,0,12,1,30,1,0.013
894,1,0,0,0,0,3,2,-1,371.392,6.465,610.255,380.662,128.837,100.756,0,1133.959,0,6,0.0368578,0,0.8617586,38.263,10.408,16.248,7.998,2.997,-4.152,-5.011,-4.249,594.485,-0.774,281.983,-3.251,8.595,1.822,5,0.178,3,94.148,0,0,112.983,8,0,15,0,15,1,27,0,0.015
894,1,0,0,0,0,3,2,-1,371.392,6.49,614.174,382.64,126.145,105.39,0,1137.322,0,6,0.0370321,0,0.8579511,38.442,10.445,16.295,8.02,3.043,-4.226,-5.011,-4.333,630.478,-0.76,300.481,-3.185,8.595,1.829,5,0.187,3,94.874,0,0,112.007,8,0,15,0,15,1,27,0,0.014
895,0,0,0,0,0,3,2,-1,346.339,5.385,583.063,322.853,128.18,132.031,0,1052.203,0,4.5,0.0275628,0,0.8580562,35.29,9.859,14.276,6.663,3.173,-3.802,-4.995,-4.458,603.075,-0.778,286.39,-3.129,8.539,0.617,6,0.341,3,95.285,0,0,112.082,8,0,12,0,12,1,25,0,0.01
896,0,0,0,0,0,5,2,-1,388.419,5.309,650.69,407.742,127.068,115.88,0,1204.392,0,4.5,0.0233984,0,0.8413356,39.942,11.12,15.742,6.267,3.792,-5.378,-5.889,-4.652,617.891,-0.935,294.002,-2.973,8.542,0.617,6,0.698,3,100,0,0,110.135,8,0,12,0,12,1,28,0,0.002
896,0,0,0,0,0,5,2,-1,388.419,5.369,649.224,406.913,126.569,115.741,0,1204.899,0,4.5,0.0239211,0,0.843473,39.961,11.121,15.761,6.259,3.799,-5.35,-5.889,-4.617,624.664,-0.924,297.487,-2.964,8.54,0.619,6,0.7,3,100,0,0,110.846,8,0,12,0,12,1,28,0,0.002
897,0,1,0,0,0,8,2,0,479.532,8.454,767.565,352.228,140.335,275.002,0,1474.59,0,6.5,0.0484653,0,0.8162642,50.349,14.801,21.035,9.029,4.574,-4.837,-6.208,-6.543,115.347,-0.924,53.011,-4.432,8.717,1.084,8,0.82,3,90.631,0,0,120.591,9,0,18,0,18,1,35,1,0
897,0,1,0,0,0,8,2,-2,479.532,7.858,769.945,369.97,158.301,241.673,0,1474.385,0,6.5,0.0418811,0,0.8136659,50.022,14.701,20.853,8.93,4.409,-4.882,-6.208,-6.426,77.916,-1.114,34.691,-4.88,8.704,1.082,8,0.82,3,86.617,0,0,120.884,9,0,18,0,18,1,35,1,0
898,1,1,0,0,0,10,1,-2,433.5,4.713,755.502,582.899,150.093,22.51,0,1386.271,0,9.2,0.0160239,0,0.7958444,43.119,12.373,18.958,9.567,2.319,-2.869,-3.539,-5.669,93.211,-1.221,42.106,-5.309,9.382,0.882,10,-0.243,1,75.775,0,0,117.358,8,0,15,0,15,5,31,1,0.003
899,5,0,0,0,0,13,1,0,472.75,3.041,834.341,783.94,32.928,17.472,0,1672.342,0,3.25,0.00553,0,0.8166546,52.593,13.932,18.455,2.403,8.415,-8.21,-8.01,-4.582,4826.602,-0.549,2711.974,-0.817,8.756,-0.17,4,2.051,1,100,0,0,38.108,3,1,10,0,10,3,34,1,0
900,5,0,0,0,0,13,1,0,472.75,3.041,834.341,783.942,32.926,17.472,0,1672.348,0,3.25,0.0055294,0,0.8166564,52.593,13.932,18.455,2.403,8.415,-8.21,-8.01,-4.582,4826.844,-0.549,2712.121,-0.817,8.756,-0.17,4,2.051,1,100,0,0,38.108,3,1,10,0,10,3,34,1,0
900,5,0,0,0,0,13,1,0,472.75,2.89,868.844,813.26,35.881,19.703,0,1708.19,0,3.25,0.0048887,0,0.7953906,54.049,14.418,18.88,2.522,8.631,-8.864,-8.01,-4.937,4525.192,-0.598,2529.391,-0.863,8.745,-0.173,4,2.156,1,100,0,0,38.092,3,1,10,0,10,3,34,1,0
900,5,0,0,0,0,13,1,0,472.75,2.433,779.241,758.788,9.68,10.773,0,1617.653,0,3.25,0.0036587,0,0.8552315,50.34,13.095,17.67,2.067,8.212,-7.166,-8.01,-3.926,8018.681,-0.308,4694.38,-0.412,8.795,-0.137,4,1.893,1,100,0,0,38.393,3,1,10,0,10,3,34,1,0.013
900,6,0,0,0,0,13,1,0,472.75,2.856,970.714,916.674,34.251,19.788,0,1792.684,0,3.25,0.0045493,0,0.7352069,57.431,15.787,19.728,2.757,9.194,-10.794,-8.01,-5.911,4689.157,-0.642,2628.597,-0.833,8.75,-0.171,4,2.401,1,100,0,0,38.158,3,1,10,0,10,3,34,1,0
900,5,0,0,0,0,13,1,0,472.75,3.031,905.273,849.017,35.503,20.754,0,1732.727,0,3.25,0.0053021,0,0.7706766,55.041,14.852,19.105,2.614,8.795,-9.554,-8.01,-5.342,4562.747,-0.618,2552.089,-0.853,8.752,-0.172,4,2.227,1,100,0,0,37.997,3,1,10,0,10,3,34,1,0
900,6,0,0,0,0,13,1,0,472.75,2.955,971.137,917.003,34.287,19.847,0,1791.357,0,3.25,0.0048757,0,0.734524,57.378,15.785,19.71,2.758,9.185,-10.802,-8.01,-5.922,4685.497,-0.644,2626.38,-0.833,8.751,-0.17,4,2.397,1,100,0,0,38.156,3,1,10,0,10,3,34,1,0
900,5,0,0,0,0,13,1,0,472.75,2.33,825.491,803.5,9.239,12.752,0,1656.482,0,3.25,0.003278,0,0.8201824,51.913,13.578,18.07,2.189,8.47,-8.042,-8.01,-4.502,8096.274,-0.311,4743.499,-0.397,8.799,-0.134,4,2.005,1,100,0,0,37.639,3,1,10,0,10,3,34,1,0.002
900,6,0,0,0,0,13,1,0,472.75,2.865,965.421,911.108,34.292,20.021,0,1785.876,0,3.25,0.0045972,0,0.7373651,57.161,15.698,19.646,2.746,9.15,-10.694,-8.01,-5.877,4684.995,-0.64,2626.076,-0.833,8.748,-0.173,4,2.381,1,100,0,0,38.229,3,1,10,0,10,3,34,1,0
901,0,0,0,0,0,5,0,-1,169.18,5.904,375.878,169.004,146.825,60.048,0,596.677,3,5.15,0.058423,0.0237313,0.9118944,15.088,5.982,12.294,10.394,-0.113,-0.997,-1.312,-3.244,401.379,-0.915,184.433,-3.534,9.18,0.146,5,-0.765,2,72.882,0,0,75.374,4,0,6,0,6,0,12,0,4.983
901,0,0,0,0,0,5,0,-1,169.18,5.785,375.279,169.847,145.828,59.604,0,595.921,3,5.15,0.0561629,0.0237691,0.9125776,15.053,5.97,12.246,10.383,-0.11,-0.989,-1.312,-3.231,410.217,-0.905,188.827,-3.517,9.179,0.172,5,-0.765,2,73.07,0,0,76.823,4,0,6,0,6,0,12,0,5.271
902,12,2,0,6,0,23,2,-2,638.461,4.42,833.918,293.526,448.868,87.186,4.338,1629.111,8,21.5,0.0119921,0.0729222,0.8029255,45.107,18.917,39.18,33.194,-2.533,0.661,-1.971,4.256,0.001,-4.657,0,-11.402,9.224,0.327,14,-2.662,1,0,0,0,301.032,18,3,12,0,12,0,42,2,0
902,11,2,0,6,0,23,2,-2,638.461,3.704,773.692,282.282,420.648,65.318,5.444,1581.889,8,21.5,0.0086707,0.0785987,0.8486218,43.009,17.959,38.426,32.709,-2.416,1.23,-1.971,5.1,0.001,-3.906,0,-10.959,9.071,0.094,14,-2.553,1,0,0,0,287.393,18,3,12,0,12,0,42,2,0
902,12,2,0,6,0,23,2,-2,638.461,4.683,802.552,275.596,441.915,76.961,8.08,1599.674,8,21.5,0.0137092,0.0757722,0.8242254,43.832,18.453,38.816,33.003,-2.548,0.954,-1.971,4.649,0.001,-4.343,0,-11.31,9.308,0.745,14,-2.624,1,0,0,0,294.252,18,3,12,0,12,0,42,2,0
903,1,0,0,1,0,9,1,-2,300.44,3.755,648.523,500.083,103.768,44.672,0,1143.558,1,2,0.0123308,0.0030839,0.8154775,34.259,10.106,13.219,3.739,5.468,-5.901,-4.583,-2.923,260.296,-1.019,146.885,-2.41,8.834,0.771,4,0.808,3,89.238,0,0,49.718,2,1,6,0,6,4,22,1,0.001
904,15,0,0,0,0,19,0,2,536.882,0.884,1119.92,1003.066,0,116.854,0,2081.286,0,0,0.0003753,0,0.703935,66.055,19.393,20.605,-3.886,16.475,-19.479,-19.479,-6.88,9906.038,2.201,5899.293,0.716,8.074,0.789,8,3.853,1,100,0,0,0,0,2,12,0,12,8,40,2,0
905,2,0,0,0,0,9,0,0,286.456,1.451,645.695,545.346,57.251,43.098,0,1141.173,1,1.7,0.0018445,0.0026328,0.8179098,34.148,9.744,12.65,3.109,5.383,-5.959,-4.408,-4.684,2837.844,-0.549,1527.485,-1.559,8.519,0.31,5,1.023,3,100,0,0,23.045,1,1,6,0,6,4,21,1,0.009
906,1,0,0,1,0,9,1,-2,300.44,2.783,642.385,484.965,106.515,50.906,0,1139.054,1,2,0.0068015,0.0031134,0.8211056,34.138,10.127,13.146,3.785,5.429,-5.788,-4.583,-2.862,245.144,-1.032,137.665,-2.439,8.651,0.896,4,0.797,3,88.539,0,0,49.682,2,1,6,0,6,4,22,1,0.002
907,1,0,0,1,0,9,1,-2,300.44,3.507,649.724,498.475,103.766,47.483,0,1144.386,1,2,0.0107485,0.0030782,0.8143622,34.319,10.134,13.219,3.761,5.477,-5.923,-4.583,-2.955,260.306,-1.022,146.891,-2.401,8.664,0.858,4,0.811,3,89.288,0,0,49.717,2,1,6,0,6,4,22,1,0.001
908,0,0,0,0,0,5,0,-2,482.553,9.953,776.669,248.506,202.519,324.703,0.94,1436.237,1,12.5,0.0689756,0.0160944,0.7926473,51.215,15.58,26.679,17.849,1.974,-4.787,-4.942,-6.436,118.962,-1.885,50.133,-3.628,9.081,0.999,5,-0.255,3,75.648,0,0,131.799,9,0,23,0,23,6,34,0,0.002
909,1,1,0,0,0,7,0,-1,488.006,5.157,840.421,379.397,138.834,224.851,97.338,1482.524,3,10.7,0.0179389,0.022052,0.7481743,50.829,16.288,27.497,17.639,2.981,-5.605,-4.859,-7.405,119.189,-0.875,187.486,-4.677,8.897,1.28,6,0.164,3,81.563,0,0,109.116,9,0,23,0,23,4,33,0,0
910,0,0,0,1,1,3,1,-1,470.326,2.379,612.078,214.071,191.486,98.101,108.42,1188.723,1.25,7.75,0.0047612,0.0141563,0.8866361,40.429,12.425,20.283,13.89,2.521,-3.811,-5.6,-0.652,24.02,-0.975,72.743,-4.415,9.543,0.719,2,-0.231,2,66.417,0,25.509,136.789,8,0,18,4,14,4,30,0,0.003
911,0,0,0,1,1,3,1,-2,401.436,6.579,628.968,193.308,207.883,202.341,25.436,1155.396,1.25,7.75,0.0374605,0.0137762,0.8466233,40.091,12.316,20.296,15.416,2.359,-3.421,-4.215,-1.797,14.14,-1.488,17.344,-4.35,9.464,0.889,2,-0.345,2,61.348,0,34.887,135.978,8,0,18,4,14,4,28,1,0.007
912,0,0,0,0,0,2,0,-2,314.358,3.769,558.309,80.66,187.67,288.057,1.922,959.049,2,6,0.0148125,0.0151982,0.8423985,33.694,10.903,17.774,12.697,1.663,-3.495,-4.235,-5.456,164.521,-1.315,72.062,-3.772,9.738,0.99,1,0.002,3,76.346,0,0,91.439,5,0,17,0,17,0,22,0,0.005
913,0,0,0,1,1,3,1,-2,435.881,6.421,651.083,192.656,210.956,168.239,79.231,1198.127,1.25,7.75,0.0344152,0.0133082,0.8379096,41.475,12.864,20.948,15.653,2.48,-3.86,-4.904,-1.775,12.046,-1.426,31.793,-4.527,9.241,0.691,2,-0.241,2,60.812,0,39.968,138.888,8,0,18,4,14,4,29,1,0.002
914,0,1,0,0,0,4,2,-2,334.331,2.905,554.585,266.931,275.466,12.188,0,972.013,4.5,9.25,0.0086826,0.0353818,0.8556805,30.294,10.303,21.847,17.83,-0.538,-1.742,-1.623,-4.652,6.033,-1.787,2.184,-8.232,8.646,1.297,4,-0.501,2,37.767,0,0,166.892,9,0,13,3,10,5,24,1,0
915,0,1,0,0,0,4,2,-2,334.331,2.905,554.585,266.931,275.466,12.188,0,972.013,4.5,9.25,0.0086824,0.0353818,0.8556805,30.294,10.303,21.847,17.83,-0.538,-1.742,-1.623,-4.652,6.033,-1.787,2.184,-8.232,8.646,1.297,4,-0.501,2,37.767,0,0,166.892,9,0,13,3,10,5,24,1,0
916,5,0,0,0,0,14,0,-2,450.703,0.336,937.589,688.166,79.378,170.045,0,1707.918,0,4,0.0000661,0,0.7369944,54.831,16.359,19.577,4.524,8.139,-9.611,-7.388,-6.599,1750.478,-1.255,906.095,-1.039,9.655,1.546,4,1.912,1,100,0,0,52.94,2,1,10,0,10,0,33,1,0
917,0,0,0,0,0,6,2,0,328.45,4.643,682.537,522.122,81.275,79.14,0,1224.035,0,4,0.0176116,0,0.8107765,39.735,10.733,14.884,5.069,4.863,-6.08,-4.169,-4.971,1679.47,-0.622,866.432,-2.163,9.307,0.507,7,0.847,3,100,0,0,60.802,3,0,8,3,5,5,24,2,0.002
917,0,0,0,0,0,6,2,0,328.45,7.754,683.174,508.506,77.154,97.514,0,1212.365,0,4.5,0.0495977,0,0.8048639,39.444,10.731,15.471,5.66,4.593,-5.83,-3.937,-5.155,1837.58,-0.592,954.924,-2.022,9.248,0.344,6,0.679,3,100,0,0,58.485,3,0,8,3,5,5,24,1,0.005
917,0,0,0,0,0,6,2,0,328.45,7.656,682.841,502.63,80.13,100.082,0,1216.143,0,4.5,0.0481944,0,0.8069288,39.619,10.803,15.543,5.697,4.6,-5.824,-3.937,-5.133,1721.982,-0.619,890.162,-2.068,9.225,0.32,6,0.69,3,100,0,0,58.403,3,0,8,3,5,5,24,1,0.004
917,0,0,0,0,0,6,2,0,328.45,7.584,678.721,500.771,79.506,98.443,0,1223.164,0,4.5,0.0470218,0,0.8149492,39.885,10.844,15.649,5.672,4.649,-5.746,-3.937,-4.996,1745.591,-0.596,903.361,-2.062,9.282,0.323,6,0.71,3,100,0,0,58.163,3,0,8,3,5,5,24,1,0.005
917,0,0,0,0,0,6,2,0,328.45,7.696,687.462,509.816,72.661,104.985,0,1228.589,0,4.5,0.0482038,0,0.806964,40.164,10.903,15.708,5.691,4.739,-5.912,-3.937,-5.156,2027.02,-0.542,1061.762,-1.913,9.342,0.376,6,0.726,3,100,0,0,58.053,3,0,8,3,5,5,24,1,0.005
918,0,1,0,0,0,4,0,1,426.49,4.468,738.756,413.381,124.954,153.402,47.018,1323.592,1,9.2,0.0150804,0.0124534,0.7891635,45.713,12.481,21.777,13.051,2.67,-4.577,-4.053,-6.401,161.385,-0.501,137.908,-4.961,9.095,1.016,5,0.185,3,82.093,47.018,0,89.706,7,0,25,0,25,9,31,0,0
918,0,1,0,0,0,4,0,1,426.49,4.883,739.617,411.597,127.059,153.943,47.018,1324.898,1,9.2,0.0179937,0.0124389,0.7887628,45.77,12.514,21.847,13.071,2.663,-4.592,-4.053,-6.41,154.134,-0.525,131.223,-4.997,9.09,1.012,5,0.188,3,81.7,47.018,0,89.389,7,0,25,0,25,9,31,0,0
919,0,1,0,0,0,3,0,1,410.49,6.656,638.803,407.108,83.403,101.277,47.015,1234.022,0,7.5,0.0359003,0,0.8709909,42.272,10.697,18.532,9.255,2.887,-2.893,-4.179,-4.829,399.844,0.164,367.677,-4.474,9.137,0.963,5,0.067,3,90.419,47.015,0,67.752,6,0,25,0,25,9,30,0,0.018
920,0,1,0,0,0,3,0,1,410.49,6.656,638.803,407.108,83.403,101.277,47.015,1234.022,0,7.5,0.0359003,0,0.8709909,42.272,10.697,18.532,9.255,2.887,-2.893,-4.179,-4.829,399.844,0.164,367.677,-4.474,9.137,0.963,5,0.067,3,90.419,47.015,0,67.752,6,0,25,0,25,9,30,0,0.018
921,8,0,0,0,0,13,0,0,430.713,0.665,910.458,847.803,35.811,26.844,0,1666.624,1,1.5,0.0002655,0.0016475,0.7466729,52.453,14.774,18.482,2.411,8.994,-10.332,-7.808,-5.759,4532.177,-0.648,2533.612,-0.837,8.335,-0.238,5,2.39,1,100,0,0,23.684,2,1,10,0,10,3,31,1,0
922,1,0,0,0,0,6,0,-2,441.541,3.348,741.183,392.027,159.594,157.195,32.368,1349.254,2,5.25,0.008309,0.0100173,0.7967129,45.492,13.726,21.01,10.446,4.588,-6.876,-7.015,-5.571,303.72,-1.395,205.246,-3.331,8.402,0.88,8,0.941,1,100,0,0,104.729,6,0,21,0,21,4,31,2,0
922,1,0,0,0,0,6,0,-2,441.541,2.221,737.375,392.64,159.574,153.016,32.146,1345.172,2,5.25,0.0036665,0.010069,0.7992119,45.288,13.648,20.877,10.408,4.559,-6.808,-7.015,-5.511,303.851,-1.385,204.768,-3.345,8.493,0.903,8,0.931,1,100,0,0,104.578,6,0,21,0,21,4,31,2,0
922,1,0,0,0,0,6,0,-2,441.541,3.515,741.165,392.249,159.565,157.119,32.233,1350.436,2,5.25,0.0091505,0.0100175,0.7971977,45.538,13.733,21.04,10.445,4.596,-6.875,-7.015,-5.563,303.913,-1.393,205.039,-3.331,8.408,0.893,8,0.944,1,100,0,0,104.712,6,0,21,0,21,4,31,2,0
922,1,0,0,0,0,6,0,-2,441.541,1.729,739.375,394.205,159.624,153.454,32.093,1346.949,2,5.25,0.0022183,0.0100418,0.7977522,45.364,13.673,20.879,10.416,4.569,-6.843,-7.015,-5.536,303.522,-1.392,204.392,-3.345,8.507,0.908,8,0.935,1,100,0,0,104.501,6,0,21,0,21,4,31,2,0
923,10,1,0,0,0,25,3,-2,822.951,9.119,1041.391,788.314,229.824,23.252,0,2274.908,6,20.35,0.0365554,0.0478659,0.8032684,69.057,21.715,43.457,27.264,2.843,-2.382,-7.127,-5.552,16.345,-2.919,6.414,-5.336,8.38,1.414,11,-0.316,1,26.434,0,0,215.057,16,3,19,0,19,5,59,2,0.016
924,11,1,0,0,0,25,3,-2,877.042,9.667,1127.742,880.197,222.481,25.064,0,2448.04,6,20.35,0.0381719,0.0442008,0.7789345,76.003,23.381,45.822,27.434,3.48,-3.652,-8.16,-5.955,19.187,-2.989,7.627,-5.194,8.392,1.392,10,0.028,1,31.407,0,0,214.453,16,3,24,0,24,10,63,2,0.001
925,10,1,0,0,0,22,3,-2,847.016,8.54,1056.272,850.977,177.397,27.898,0,2327.393,3.25,18.1,0.0313394,0.0308919,0.8040855,73.128,21.148,39.485,21.393,4.338,-3.738,-8.763,-5.561,51.35,-2.193,22.104,-4.641,8.236,1.504,9,0.338,1,57.043,0,0,200.788,15,2,21,0,21,6,61,1,0.004
926,0,0,0,1,0,4,0,-1,357.793,2.201,594.633,164.355,124.679,233.956,71.644,1057.966,1,5.75,0.0045809,0.0096698,0.8444296,35.852,11.305,16.712,9.861,4.262,-5.119,-5.092,-3.358,164.881,-0.667,221.364,-2.609,8.497,0.935,3,0.055,3,91.581,0,0,86.126,5,0,15,0,15,0,25,0,0.018
927,0,1,0,0,0,9,2,-2,349.432,9.179,682.61,190.685,176.532,315.393,0,1191.372,4,5.7,0.070714,0.0167006,0.7962036,38.758,13.688,22.688,14.196,2.454,-3.546,-3.677,-7.06,52.33,-1.437,22.561,-4.86,8.199,0.749,4,0.155,3,72.073,0,0,93.007,5,0,15,0,15,0,26,0,0.001
